Tipo_Registro;Nr_Contrato;Dt_Vencimento;Tipo_Parcela;Nr_Parcela;Vl_Original;Vl_Saldo;Vl_Tarifa;Cliente;Dt_Inclusao;Dt_Devolucao;Dt_Inibicao;Motivo;Dt_Notificacao;Marcar_Dt_Lote;Dt_Lote;Documento;
7;001108000-2;03/10/2017;0;4;150,40;150,40;;3215;;13/12/2017;;61;;;;;
7;001108352-2;07/10/2017;0;4;332,70;332,70;;3215;;13/12/2017;;61;;;;;
7;001108360-2;07/10/2017;0;4;135,00;135,00;;3215;;13/12/2017;;61;;;;;
7;001108717-2;17/10/2017;0;4;400,00;400,00;;3215;;13/12/2017;;61;;;;;
7;001108773-2;18/10/2017;0;4;5.379,99;5.379,99;;3215;;13/12/2017;;61;;;;;
7;001108788-2;18/10/2017;0;4;330,50;330,50;;3215;;13/12/2017;;61;;;;;
7;001108926-2;20/10/2017;0;4;181,83;181,83;;3215;;13/12/2017;;61;;;;;
7;001109030-2;05/11/2017;0;3;935,36;935,36;;3215;;13/12/2017;;61;;;;;
7;001109545-2;28/10/2017;0;4;2.108,27;2.108,27;;3216;;13/12/2017;;61;;;;;
7;001109570-2;02/10/2017;0;3;320,00;320,00;;3215;;13/12/2017;;61;;;;;
7;001109599-2;10/02/2017;0;3;566,61;566,61;;3215;;13/12/2017;;61;;;;;
7;001109599-2;02/10/2017;0;3;566,61;566,61;;3215;;13/12/2017;;61;;;;;
7;001109608-2;02/10/2017;0;3;692,69;692,69;;3215;;13/12/2017;;61;;;;;
7;001109808-2;05/10/2017;0;3;680,00;680,00;;3215;;13/12/2017;;61;;;;;
7;001109890-2;08/10/2017;0;3;10.620,00;10.620,00;;3216;;13/12/2017;;61;;;;;
7;001109890-2;07/11/2017;0;4;10.619,99;10.619,99;;3216;;13/12/2017;;61;;;;;
7;001110183-2;11/10/2017;0;3;1.848,74;1.848,74;;3215;;13/12/2017;;61;;;;;
7;001110183-2;10/11/2017;0;4;1.848,72;1.848,72;;3215;;13/12/2017;;61;;;;;
7;001110259-2;12/10/2017;0;3;310,00;310,00;;3215;;13/12/2017;;61;;;;;
7;001110286-2;12/10/2017;0;3;475,00;475,00;;3215;;13/12/2017;;61;;;;;
7;001110363-2;16/10/2017;0;3;1.080,02;1.080,02;;3215;;13/12/2017;;61;;;;;
7;001110420-2;17/10/2017;0;3;700,01;700,01;;3215;;13/12/2017;;61;;;;;
7;001110434-2;17/10/2017;0;3;86.077,65;86.077,65;;3215;;13/12/2017;;61;;;;;
7;001110435-2;22/10/2017;0;2;7.969,75;7.969,75;;3216;;13/12/2017;;61;;;;;
7;001110445-2;17/10/2017;0;3;1.716,71;1.716,71;;3215;;13/12/2017;;61;;;;;
7;001110585-2;19/10/2017;0;3;145,82;145,82;;3215;;13/12/2017;;61;;;;;
7;001110595-2;19/10/2017;0;3;1.300,02;1.300,02;;3215;;13/12/2017;;61;;;;;
7;001110602-2;19/10/2017;0;3;1.070,02;1.070,02;;3215;;13/12/2017;;61;;;;;
7;001110756-2;23/10/2017;0;3;1.250,03;1.250,03;;3215;;13/12/2017;;61;;;;;
7;001110809-2;24/10/2017;0;3;1.080,02;1.080,02;;3215;;13/12/2017;;61;;;;;
7;001110981-2;26/10/2017;0;4;338,75;338,75;;3215;;13/12/2017;;61;;;;;
7;001111204-2;01/10/2017;0;2;514,83;514,83;;3215;;13/12/2017;;61;;;;;
7;001111285-2;02/10/2017;0;1;11.075,00;11.075,00;;3215;;13/12/2017;;61;;;;;
7;001111340-2;03/10/2017;0;2;330,00;330,00;;3215;;13/12/2017;;61;;;;;
7;001111370-2;03/10/2017;0;2;8.733,25;8.733,25;;3215;;13/12/2017;;61;;;;;
7;001111394-2;03/10/2017;0;1;8.825,00;8.825,00;;3215;;13/12/2017;;61;;;;;
7;001111397-2;03/10/2017;0;3;1.238,49;1.238,49;;3215;;13/12/2017;;61;;;;;
7;001111431-2;06/10/2017;0;2;945,66;945,66;;3215;;13/12/2017;;61;;;;;
7;001111431-2;05/11/2017;0;3;945,68;945,68;;3215;;13/12/2017;;61;;;;;
7;001111443-2;06/10/2017;0;3;661,80;661,80;;3215;;13/12/2017;;61;;;;;
7;001111457-2;06/10/2017;0;2;2.179,98;2.179,98;;3215;;13/12/2017;;61;;;;;
7;001111457-2;05/11/2017;0;3;2.180,05;2.180,05;;3215;;13/12/2017;;61;;;;;
7;001111502-2;07/10/2017;0;2;179,53;179,53;;3215;;13/12/2017;;61;;;;;
7;001111502-2;06/11/2017;0;3;179,54;179,54;;3215;;13/12/2017;;61;;;;;
7;001111555-2;08/10/2017;0;2;514,25;514,25;;3215;;13/12/2017;;61;;;;;
7;001111565-2;08/10/2017;0;3;8.000,16;8.000,16;;3217;;13/12/2017;;61;;;;;
7;001111628-2;09/10/2017;0;2;903,33;903,33;;3215;;13/12/2017;;61;;;;;
7;001111628-2;08/11/2017;0;3;903,35;903,35;;3215;;13/12/2017;;61;;;;;
7;001111647-2;08/11/2017;0;3;2.568,39;2.568,39;;3216;;13/12/2017;;61;;;;;
7;001111702-2;10/10/2017;0;3;890,80;890,80;;3217;;13/12/2017;;61;;;;;
7;001111717-2;10/10/2017;0;3;681,34;681,34;;3215;;13/12/2017;;61;;;;;
7;001111718-2;10/10/2017;0;2;1.429,31;1.429,31;;3215;;13/12/2017;;61;;;;;
7;001111718-2;09/11/2017;0;3;1.429,35;1.429,35;;3215;;13/12/2017;;61;;;;;
7;001111719-2;10/10/2017;0;2;1.501,80;1.501,80;;3215;;13/12/2017;;61;;;;;
7;001111737-2;10/10/2017;0;2;2.133,49;2.133,49;;3215;;13/12/2017;;61;;;;;
7;001111742-2;10/10/2017;0;1;8.825,00;8.825,00;;3215;;13/12/2017;;61;;;;;
7;001111765-2;13/10/2017;0;2;813,33;813,33;;3215;;13/12/2017;;61;;;;;
7;001111885-2;14/10/2017;0;2;3.501,36;3.501,36;;3215;;13/12/2017;;61;;;;;
7;001111896-2;14/10/2017;0;3;466,69;466,69;;3215;;13/12/2017;;61;;;;;
7;001111951-2;15/10/2017;0;2;926,65;926,65;;3216;;13/12/2017;;61;;;;;
7;001111968-2;15/10/2017;0;3;701,94;701,94;;3215;;13/12/2017;;61;;;;;
7;001111973-2;16/10/2017;0;3;666,03;666,03;;3215;;13/12/2017;;61;;;;;
7;001111988-2;16/10/2017;0;2;2.291,64;2.291,64;;3215;;13/12/2017;;61;;;;;
7;001111992-2;16/10/2017;0;2;1.139,66;1.139,66;;3216;;13/12/2017;;61;;;;;
7;001112046-2;16/10/2017;0;2;14.166,52;14.166,52;;3215;;13/12/2017;;61;;;;;
7;001112074-2;17/10/2017;0;1;7.060,00;7.060,00;;3215;;13/12/2017;;61;;;;;
7;001112077-2;17/10/2017;0;2;1.956,53;1.956,53;;3215;;13/12/2017;;61;;;;;
7;001112085-2;17/10/2017;0;2;498,04;498,04;;3215;;13/12/2017;;61;;;;;
7;001112151-2;17/10/2017;0;2;1.239,99;1.239,99;;3215;;13/12/2017;;61;;;;;
7;001112157-2;17/10/2017;0;2;9.249,91;9.249,91;;3215;;13/12/2017;;61;;;;;
7;001112163-2;17/10/2017;0;2;608,33;608,33;;3216;;13/12/2017;;61;;;;;
7;001112170-2;17/10/2017;0;2;528,00;528,00;;3216;;13/12/2017;;61;;;;;
7;001112183-2;20/10/2017;0;2;966,66;966,66;;3215;;13/12/2017;;61;;;;;
7;001112200-2;20/10/2017;0;3;3.700,08;3.700,08;;3217;;13/12/2017;;61;;;;;
7;001112257-2;20/10/2017;0;2;699,99;699,99;;3215;;13/12/2017;;61;;;;;
7;001112334-2;06/10/2017;0;2;1.474,99;1.474,99;;3215;;13/12/2017;;61;;;;;
7;001112334-2;21/10/2017;0;3;1.475,02;1.475,02;;3215;;13/12/2017;;61;;;;;
7;001112351-2;04/10/2017;0;2;183,88;183,88;;3215;;13/12/2017;;61;;;;;
7;001112392-2;07/10/2017;0;3;426,64;426,64;;3215;;13/12/2017;;61;;;;;
7;001112534-2;24/10/2017;0;2;507,88;507,88;;3215;;13/12/2017;;61;;;;;
7;001112546-2;24/10/2017;0;2;223,36;223,36;;3217;;13/12/2017;;61;;;;;
7;001112570-2;20/10/2017;0;2;815,73;815,73;;3215;;13/12/2017;;61;;;;;
7;001112594-2;24/10/2017;0;1;2.576,00;2.576,00;;3216;;13/12/2017;;61;;;;;
7;001112598-2;24/10/2017;0;3;1.037,13;1.037,13;;3215;;13/12/2017;;61;;;;;
7;001112631-2;27/10/2017;0;3;822,25;822,25;;3216;;13/12/2017;;61;;;;;
7;001112638-2;27/10/2017;0;2;549,99;549,99;;3216;;13/12/2017;;61;;;;;
7;001112720-2;28/10/2017;0;3;8.043,49;8.043,49;;3217;;13/12/2017;;61;;;;;
7;001112734-2;28/10/2017;0;3;3.818,40;3.818,40;;3217;;13/12/2017;;61;;;;;
7;001112765-2;28/10/2017;0;2;759,18;759,18;;3216;;13/12/2017;;61;;;;;
7;001112830-2;29/10/2017;0;3;2.050,04;2.050,04;;3215;;13/12/2017;;61;;;;;
7;001112837-2;29/10/2017;0;2;510,00;510,00;;3216;;13/12/2017;;61;;;;;
7;001112841-2;14/10/2017;0;2;220,34;220,34;;3215;;13/12/2017;;61;;;;;
7;001112851-2;29/10/2017;0;2;1.749,99;1.749,99;;3215;;13/12/2017;;61;;;;;
7;001112857-2;29/10/2017;0;2;776,18;776,18;;3215;;13/12/2017;;61;;;;;
7;001112996-2;30/10/2017;0;3;2.864,05;2.864,05;;3215;;13/12/2017;;61;;;;;
7;001113015-2;05/10/2017;0;1;2.693,41;2.693,41;;3215;;13/12/2017;;61;;;;;
7;001113023-2;13/10/2017;0;2;534,36;534,36;;3215;;13/12/2017;;61;;;;;
7;001113073-2;04/10/2017;0;1;5.639,94;5.639,94;;3216;;13/12/2017;;61;;;;;
7;001113184-2;10/05/2017;0;1;3.266,63;3.266,63;;3215;;13/12/2017;;61;;;;;
7;001113184-2;05/10/2017;0;1;3.266,63;3.266,63;;3215;;13/12/2017;;61;;;;;
7;001113184-2;04/11/2017;0;2;3.266,63;3.266,63;;3215;;13/12/2017;;61;;;;;
7;001113209-2;06/10/2017;0;1;1.462,85;1.462,85;;3215;;13/12/2017;;61;;;;;
7;001113209-2;05/11/2017;0;2;1.462,85;1.462,85;;3215;;13/12/2017;;61;;;;;
7;001113237-2;06/10/2017;0;1;2.749,97;2.749,97;;3215;;13/12/2017;;61;;;;;
7;001113246-2;06/10/2017;0;1;350,99;350,99;;3215;;13/12/2017;;61;;;;;
7;001113251-2;06/10/2017;0;1;247,38;247,38;;3215;;13/12/2017;;61;;;;;
7;001113251-2;06/10/2017;71;1;247,38;247,38;;3215;;13/12/2017;;61;;;;;
7;001113272-2;06/10/2017;0;1;295,99;295,99;;3215;;13/12/2017;;61;;;;;
7;001113288-2;17/10/2017;0;1;3.379,08;3.379,08;;3215;;13/12/2017;;61;;;;;
7;001113325-2;11/10/2017;0;1;3.939,57;3.939,57;;3215;;13/12/2017;;61;;;;;
7;001113325-2;26/10/2017;0;2;3.939,57;3.939,57;;3215;;13/12/2017;;61;;;;;
7;001113329-2;09/10/2017;0;1;5.123,37;5.123,37;;3215;;13/12/2017;;61;;;;;
7;001113331-2;11/10/2017;0;1;250,00;250,00;;3215;;13/12/2017;;61;;;;;
7;001113331-2;10/11/2017;0;1;250,00;250,00;;3215;;13/12/2017;;61;;;;;
7;001113336-2;09/10/2017;0;1;216,20;216,20;;3215;;13/12/2017;;61;;;;;
7;001113337-2;09/10/2017;0;1;181,70;181,70;;3215;;13/12/2017;;61;;;;;
7;001113350-2;11/10/2017;0;2;470,66;470,66;;3218;;13/12/2017;;61;;;;;
7;001113350-2;26/10/2017;0;3;470,68;470,68;;3218;;13/12/2017;;61;;;;;
7;001113353-2;09/10/2017;0;1;199,00;199,00;;3215;;13/12/2017;;61;;;;;
7;001113382-2;12/10/2017;0;1;4.704,96;4.704,96;;3216;;13/12/2017;;61;;;;;
7;001113417-2;27/10/2017;0;1;5.224,00;5.224,00;;3215;;13/12/2017;;61;;;;;
7;001113428-2;27/10/2017;0;2;260,33;260,33;;3215;;13/12/2017;;61;;;;;
7;001113429-2;12/10/2017;0;1;762,33;762,33;;3215;;13/12/2017;;61;;;;;
7;001113505-2;13/10/2017;0;1;1.329,99;1.329,99;;3215;;13/12/2017;;61;;;;;
7;001113523-2;14/10/2017;0;1;219,68;219,68;;3215;;13/12/2017;;61;;;;;
7;001113570-2;13/10/2017;0;1;878,39;878,39;;3215;;13/12/2017;;61;;;;;
7;001113613-2;13/10/2017;0;1;3.000,00;3.000,00;;3215;;13/12/2017;;61;;;;;
7;001113627-2;15/10/2017;0;1;3.468,00;3.468,00;;3215;;13/12/2017;;61;;;;;
7;001113636-2;13/10/2017;0;1;859,00;859,00;;3215;;13/12/2017;;61;;;;;
7;001113639-2;30/10/2017;0;2;7.266,59;7.266,59;;3217;;13/12/2017;;61;;;;;
7;001113640-2;15/10/2017;0;1;450,47;450,47;;3215;;13/12/2017;;61;;;;;
7;001113642-2;15/10/2017;0;1;937,99;937,99;;3216;;13/12/2017;;61;;;;;
7;001113649-2;13/10/2017;0;1;1.198,00;1.198,00;;3215;;13/12/2017;;61;;;;;
7;001113665-2;06/10/2017;0;1;317,40;317,40;;3215;;13/12/2017;;61;;;;;
7;001113668-2;15/10/2017;0;1;1.639,98;1.639,98;;3216;;13/12/2017;;61;;;;;
7;001113712-2;10/03/2017;0;1;515,00;515,00;;3215;;13/12/2017;;61;;;;;
7;001113712-2;03/10/2017;0;1;515,00;515,00;;3215;;13/12/2017;;61;;;;;
7;001113712-2;18/10/2017;0;2;515,00;515,00;;3215;;13/12/2017;;61;;;;;
7;001113713-2;18/10/2017;0;1;5.040,70;5.040,70;;3218;;13/12/2017;;61;;;;;
7;001113740-2;19/10/2017;0;1;780,00;780,00;;3215;;13/12/2017;;61;;;;;
7;001113780-2;17/10/2017;0;1;3.936,00;3.936,00;;3215;;13/12/2017;;61;;;;;
7;001113795-2;19/10/2017;0;1;1.386,77;1.386,77;;3215;;13/12/2017;;61;;;;;
7;001113801-2;04/10/2017;0;1;801,00;801,00;;3215;;13/12/2017;;61;;;;;
7;001113801-2;19/10/2017;0;2;801,00;801,00;;3215;;13/12/2017;;61;;;;;
7;001113802-2;19/10/2017;0;1;1.749,99;1.749,99;;3215;;13/12/2017;;61;;;;;
7;001113836-2;20/10/2017;0;1;725,06;725,06;;3215;;13/12/2017;;61;;;;;
7;001113843-2;20/10/2017;0;1;347,75;347,75;;3215;;13/12/2017;;61;;;;;
7;001113863-2;04/11/2017;0;2;869,81;869,81;;3217;;13/12/2017;;61;;;;;
7;001113878-2;20/10/2017;0;1;486,62;486,62;;3215;;13/12/2017;;61;;;;;
7;001113894-2;20/10/2017;0;1;14.390,00;14.390,00;;3215;;13/12/2017;;61;;;;;
7;001113896-2;20/10/2017;0;1;8.999,91;8.999,91;;3217;;13/12/2017;;61;;;;;
7;001113896-2;04/11/2017;0;2;8.999,91;8.999,91;;3217;;13/12/2017;;61;;;;;
7;001113900-2;18/10/2017;0;1;4.584,00;4.584,00;;3215;;13/12/2017;;61;;;;;
7;001113919-2;18/10/2017;0;1;909,00;909,00;;3215;;13/12/2017;;61;;;;;
7;001113921-2;04/11/2017;0;1;756,38;756,38;;3215;;13/12/2017;;61;;;;;
7;001113950-2;21/10/2017;0;1;2.100,09;2.100,09;;3215;;13/12/2017;;61;;;;;
7;001113994-2;22/10/2017;0;1;750,76;750,76;;3218;;13/12/2017;;61;;;;;
7;001113995-2;22/10/2017;0;1;565,99;565,99;;3217;;13/12/2017;;61;;;;;
7;001113995-2;06/11/2017;0;2;565,99;565,99;;3217;;13/12/2017;;61;;;;;
7;001114019-2;20/10/2017;0;1;959,40;959,40;;3215;;13/12/2017;;61;;;;;
7;001114019-2;03/11/2017;0;3;959,42;959,42;;3215;;13/12/2017;;61;;;;;
7;001114037-2;22/10/2017;0;1;1.574,60;1.574,60;;3216;;13/12/2017;;61;;;;;
7;001114041-2;20/10/2017;0;1;959,41;959,41;;3215;;13/12/2017;;61;;;;;
7;001114041-2;03/11/2017;0;2;959,40;959,40;;3215;;13/12/2017;;61;;;;;
7;001114042-2;22/10/2017;0;1;2.082,62;2.082,62;;3215;;13/12/2017;;61;;;;;
7;001114087-2;09/11/2017;0;1;998,00;998,00;;3215;;13/12/2017;;61;;;;;
7;001114106-2;10/10/2017;0;1;500,77;500,77;;3217;;13/12/2017;;61;;;;;
7;001114106-2;25/10/2017;0;2;500,77;500,77;;3217;;13/12/2017;;61;;;;;
7;001114122-2;10/10/2017;0;1;294,08;294,08;;3217;;13/12/2017;;61;;;;;
7;001114128-2;23/10/2017;0;1;760,00;760,00;;3215;;13/12/2017;;61;;;;;
7;001114145-2;25/10/2017;0;1;594,99;594,99;;3216;;13/12/2017;;61;;;;;
7;001114165-2;10/11/2017;0;2;410,35;410,35;;3215;;13/12/2017;;61;;;;;
7;001114168-2;26/10/2017;0;1;1.766,65;1.766,65;;3215;;13/12/2017;;61;;;;;
7;001114172-2;10/11/2017;0;1;2.850,01;2.850,01;;3216;;13/12/2017;;61;;;;;
7;001114224-2;11/10/2017;0;1;486,66;486,66;;3215;;13/12/2017;;61;;;;;
7;001114224-2;26/10/2017;0;2;486,66;486,66;;3215;;13/12/2017;;61;;;;;
7;001114229-2;24/10/2017;0;1;766,00;766,00;;3216;;13/12/2017;;61;;;;;
7;001114253-2;27/10/2017;0;1;369,45;369,45;;3217;;13/12/2017;;61;;;;;
7;001114265-2;27/10/2017;0;1;905,59;905,59;;3215;;13/12/2017;;61;;;;;
7;001114305-2;27/10/2017;0;1;1.710,65;1.710,65;;3216;;13/12/2017;;61;;;;;
7;001114341-2;28/10/2017;0;1;8.267,20;8.267,20;;3218;;13/12/2017;;61;;;;;
7;001114359-2;13/10/2017;0;1;527,77;527,77;;3215;;13/12/2017;;61;;;;;
7;001114365-2;28/10/2017;0;1;1.044,85;1.044,85;;3215;;13/12/2017;;61;;;;;
7;001114373-2;28/10/2017;0;1;1.670,00;1.670,00;;3215;;13/12/2017;;61;;;;;
7;001114378-2;28/10/2017;0;1;2.999,97;2.999,97;;3215;;13/12/2017;;61;;;;;
7;001114403-2;28/10/2017;0;1;1.880,00;1.880,00;;3217;;13/12/2017;;61;;;;;
7;001114404-2;09/11/2017;0;3;4.228,37;4.228,37;;3215;;13/12/2017;;61;;;;;
7;001114408-2;26/10/2017;0;1;255,96;255,96;;3218;;13/12/2017;;61;;;;;
7;001114408-2;09/11/2017;0;2;255,95;255,95;;3218;;13/12/2017;;61;;;;;
7;001114414-2;28/10/2017;0;1;524,32;524,32;;3215;;13/12/2017;;61;;;;;
7;001114443-2;29/10/2017;0;1;4.344,29;4.344,29;;3215;;13/12/2017;;61;;;;;
7;001114470-2;27/10/2017;0;1;861,00;861,00;;3215;;13/12/2017;;61;;;;;
7;001114471-2;27/10/2017;0;1;550,00;550,00;;3216;;13/12/2017;;61;;;;;
7;001114472-2;27/10/2017;0;1;550,00;550,00;;3216;;13/12/2017;;61;;;;;
7;001114496-2;03/11/2017;0;1;1.175,00;1.175,00;;3215;;13/12/2017;;61;;;;;
7;001114560-2;27/10/2017;0;1;277,37;277,37;;3215;;13/12/2017;;61;;;;;
7;001114563-2;29/10/2017;0;1;780,00;780,00;;3215;;13/12/2017;;61;;;;;
7;001114576-2;29/10/2017;0;1;2.160,00;2.160,00;;3217;;13/12/2017;;61;;;;;
7;001114578-2;10/11/2017;0;2;1.923,75;1.923,75;;3218;;13/12/2017;;61;;;;;
7;001114582-2;29/10/2017;0;1;925,64;925,64;;3215;;13/12/2017;;61;;;;;
7;001114585-2;14/10/2017;0;1;86,25;86,25;;3215;;13/12/2017;;61;;;;;
7;001114588-2;29/10/2017;0;1;1.294,79;1.294,79;;3215;;13/12/2017;;61;;;;;
7;001114626-2;14/10/2017;0;1;755,65;755,65;;3217;;13/12/2017;;61;;;;;
7;001114626-2;29/10/2017;0;2;755,65;755,65;;3217;;13/12/2017;;61;;;;;
7;001114628-2;29/10/2017;0;1;1.303,50;1.303,50;;3215;;13/12/2017;;61;;;;;
7;001114636-2;30/10/2017;0;1;15.960,00;15.960,00;;3218;;13/12/2017;;61;;;;;
7;001114639-2;02/10/2017;0;1;517,71;517,71;;3216;;13/12/2017;;61;;;;;
7;001114641-2;02/10/2017;0;1;2.805,00;2.805,00;;3215;;13/12/2017;;61;;;;;
7;001114661-2;02/11/2017;0;2;1.085,00;1.085,00;;3215;;13/12/2017;;61;;;;;
7;001114695-2;02/11/2017;0;1;334,81;334,81;;3215;;13/12/2017;;61;;;;;
7;001114714-2;04/10/2017;0;1;3.655,01;3.655,01;;3218;;13/12/2017;;61;;;;;
7;001114716-2;03/11/2017;0;1;322,89;322,89;;3218;;13/12/2017;;61;;;;;
7;001114717-2;19/10/2017;0;1;345,00;345,00;;3217;;13/12/2017;;61;;;;;
7;001114717-2;03/11/2017;0;2;345,00;345,00;;3217;;13/12/2017;;61;;;;;
7;001114745-2;03/11/2017;0;1;2.538,30;2.538,30;;3215;;13/12/2017;;61;;;;;
7;001114750-2;01/11/2017;0;1;1.194,00;1.194,00;;3215;;13/12/2017;;61;;;;;
7;001114757-2;03/11/2017;0;2;321,33;321,33;;3215;;13/12/2017;;61;;;;;
7;001114771-2;20/10/2017;0;1;624,60;624,60;;3217;;13/12/2017;;61;;;;;
7;001114771-2;04/11/2017;0;2;624,60;624,60;;3217;;13/12/2017;;61;;;;;
7;001114776-2;05/10/2017;0;1;470,00;470,00;;3215;;13/12/2017;;61;;;;;
7;001114824-2;04/11/2017;0;1;260,62;260,62;;3215;;13/12/2017;;61;;;;;
7;001114835-2;04/11/2017;0;1;865,27;865,27;;3215;;13/12/2017;;61;;;;;
7;001114864-2;05/11/2017;0;1;9.973,23;9.973,23;;3217;;13/12/2017;;61;;;;;
7;001114865-2;05/11/2017;0;1;407,00;407,00;;3215;;13/12/2017;;61;;;;;
7;001114873-2;06/10/2017;0;1;7.800,00;7.800,00;;3218;;13/12/2017;;61;;;;;
7;001114874-2;06/10/2017;0;1;1.850,00;1.850,00;;3215;;13/12/2017;;61;;;;;
7;001114882-2;03/11/2017;0;1;580,00;580,00;;3217;;13/12/2017;;61;;;;;
7;001114886-2;06/10/2017;0;1;1.180,99;1.180,99;;3215;;13/12/2017;;61;;;;;
7;001114937-2;06/11/2017;0;1;762,65;762,65;;3215;;13/12/2017;;61;;;;;
7;001114938-2;08/11/2017;0;1;389,99;389,99;;3215;;13/12/2017;;61;;;;;
7;001114943-2;09/10/2017;0;1;954,99;954,99;;3216;;13/12/2017;;61;;;;;
7;001114956-2;24/10/2017;0;1;1.233,65;1.233,65;;3217;;13/12/2017;;61;;;;;
7;001114956-2;08/11/2017;0;2;1.233,65;1.233,65;;3217;;13/12/2017;;61;;;;;
7;001114978-2;07/11/2017;0;1;1.650,00;1.650,00;;3215;;13/12/2017;;61;;;;;
7;001115011-2;09/11/2017;0;1;306,30;306,30;;3218;;13/12/2017;;61;;;;;
7;001115015-2;10/10/2017;0;1;1.550,00;1.550,00;;3215;;13/12/2017;;61;;;;;
7;001115020-2;10/10/2017;0;1;466,58;466,58;;3215;;13/12/2017;;61;;;;;
7;001115023-2;31/10/2017;0;1;1.813,32;1.813,32;;3217;;13/12/2017;;61;;;;;
7;001115023-2;07/11/2017;0;2;1.813,32;1.813,32;;3217;;13/12/2017;;61;;;;;
7;001115026-2;07/11/2017;0;1;983,19;983,19;;3217;;13/12/2017;;61;;;;;
7;001115031-2;07/11/2017;0;1;1.399,98;1.399,98;;3215;;13/12/2017;;61;;;;;
7;001115048-2;08/11/2017;0;1;832,34;832,34;;3216;;13/12/2017;;61;;;;;
7;001115079-2;10/11/2017;0;1;612,59;612,59;;3216;;13/12/2017;;61;;;;;
7;001115083-2;11/10/2017;0;1;1.364,84;1.364,84;;3215;;13/12/2017;;61;;;;;
7;001115085-2;10/11/2017;0;1;3.750,00;3.750,00;;3216;;13/12/2017;;61;;;;;
7;001115097-2;11/10/2017;0;1;590,35;590,35;;3215;;13/12/2017;;61;;;;;
7;001115097-2;10/11/2017;0;2;590,35;590,35;;3215;;13/12/2017;;61;;;;;
7;001115107-2;08/11/2017;0;1;280,00;280,00;;3217;;13/12/2017;;61;;;;;
7;001115108-2;08/11/2017;0;1;162,00;162,00;;3215;;13/12/2017;;61;;;;;
7;001115114-2;08/11/2017;0;1;783,00;783,00;;3215;;13/12/2017;;61;;;;;
7;001115118-2;08/11/2017;0;1;7.037,68;7.037,68;;3217;;13/12/2017;;61;;;;;
7;001115123-2;08/11/2017;0;1;829,98;829,98;;3215;;13/12/2017;;61;;;;;
7;001115131-2;10/11/2017;0;1;956,07;956,07;;3215;;13/12/2017;;61;;;;;
7;001115155-2;10/11/2017;0;1;3.125,00;3.125,00;;3215;;13/12/2017;;61;;;;;
7;001115164-2;10/11/2017;0;1;2.912,57;2.912,57;;3215;;13/12/2017;;61;;;;;
7;001115166-2;10/11/2017;0;1;1.749,98;1.749,98;;3215;;13/12/2017;;61;;;;;
7;001115182-2;10/11/2017;0;1;1.720,65;1.720,65;;3215;;13/12/2017;;61;;;;;
7;001115191-2;28/10/2017;0;1;2.669,97;2.669,97;;3215;;13/12/2017;;61;;;;;
7;001115191-2;03/11/2017;0;2;2.669,97;2.669,97;;3215;;13/12/2017;;61;;;;;
7;001115191-2;10/11/2017;0;3;2.670,05;2.670,05;;3215;;13/12/2017;;61;;;;;
7;001115205-2;13/10/2017;0;1;461,20;461,20;;3215;;13/12/2017;;61;;;;;
7;001115209-2;03/11/2017;0;1;559,81;559,81;;3217;;13/12/2017;;61;;;;;
7;001115209-2;10/11/2017;0;2;559,81;559,81;;3217;;13/12/2017;;61;;;;;
7;001115226-2;16/10/2017;0;1;796,59;796,59;;3215;;13/12/2017;;61;;;;;
7;001115271-2;01/11/2017;0;1;1.234,32;1.234,32;;3215;;13/12/2017;;61;;;;;
7;001115316-2;01/11/2017;0;1;4.272,23;4.272,23;;3215;;13/12/2017;;61;;;;;
7;001115316-2;07/11/2017;0;2;4.272,23;4.272,23;;3215;;13/12/2017;;61;;;;;
7;001115343-2;02/11/2017;0;1;416,88;416,88;;3215;;13/12/2017;;61;;;;;
7;001115382-2;08/11/2017;0;1;697,00;697,00;;3216;;13/12/2017;;61;;;;;
7;001115398-2;02/11/2017;0;1;2.059,98;2.059,98;;3215;;13/12/2017;;61;;;;;
7;001115398-2;08/11/2017;0;2;2.059,98;2.059,98;;3215;;13/12/2017;;61;;;;;
7;001115429-2;18/10/2017;0;1;3.036,00;3.036,00;;3215;;13/12/2017;;61;;;;;
7;001115495-2;19/10/2017;0;1;429,90;429,90;;3215;;13/12/2017;;61;;;;;
7;001115515-2;04/11/2017;0;1;924,66;924,66;;3215;;13/12/2017;;61;;;;;
7;001115526-2;04/11/2017;0;1;703,00;703,00;;3215;;13/12/2017;;61;;;;;
7;001115601-2;20/10/2017;0;1;2.969,09;2.969,09;;3215;;13/12/2017;;61;;;;;
7;001115614-2;07/11/2017;0;1;374,33;374,33;;3215;;13/12/2017;;61;;;;;
7;001115709-2;08/11/2017;0;1;640,00;640,00;;3216;;13/12/2017;;61;;;;;
7;001115801-2;09/11/2017;0;1;1.574,98;1.574,98;;3215;;13/12/2017;;61;;;;;
7;0102;20/12/2017;71;1;300,00;300,00;;3215;;13/12/2017;;61;;;;;
7;0102;20/01/2018;71;2;300,00;300,00;;3215;;13/12/2017;;61;;;;;
7;4001131;30/06/2017;72;1;484,15;484,15;;3165;;13/12/2017;;61;;;;;
7;4001131;07/07/2017;72;2;484,15;484,15;;3165;;13/12/2017;;61;;;;;
7;4001131;14/07/2017;72;3;484,17;484,17;;3165;;13/12/2017;;61;;;;;
